Equipment_Weight,Equipment_Value,Base_Transport_Fee,CrossBorder_Shipping,Urgent_Shipping,Installation_Service,Fragile_Equipment,Rural_Hospital,Days_to_Delivery,Order_Month_Num,Order_Weekday,Equipment_Area,Equipment_Type_Brass,Equipment_Type_Bronze,Equipment_Type_Clay,Equipment_Type_Marble,Equipment_Type_Stone,Equipment_Type_Wood,Transport_Method_Roadways,Transport_Method_Waterways,Hospital_Info_Working Class,Order_Year_Num_2016,Order_Year_Num_2017,Order_Year_Num_2018,Order_Year_Num_2019
1857.0,11.79,14.55,1,0,0,0,0,0,1,4,168.0,0,0,0,0,0,0,1,0,1,0,0,0,1
3162.0,18.16,13.81,1,1,0,0,0,1,5,6,684.0,0,0,0,0,0,0,0,0,1,0,0,0,0
58.0,3.79,12.17,1,0,1,0,1,2,9,4,78.0,0,0,0,0,0,1,1,0,1,0,1,0,0
2358378.0,10899.28,47.69,0,0,0,1,1,2,7,4,462.0,0,0,0,1,0,0,1,0,1,0,0,0,0
120253.0,183.47,49.01,0,0,0,1,0,4,4,4,1254.0,0,1,0,0,0,0,0,0,1,0,0,0,0
3162.0,3.05,19.72,0,0,1,0,0,2,10,1,28.0,0,1,0,0,0,0,0,1,1,0,0,0,0
48.0,4.34,21.69,1,1,0,1,0,2,3,0,12.0,0,0,1,0,0,0,0,0,0,0,0,1,0
780.0,5.1,15.34,0,0,0,0,0,4,3,2,312.0,0,0,0,0,0,1,0,1,1,1,0,0,0
19812.0,112.5,53.36,1,0,0,0,0,4,12,5,322.0,0,1,0,0,0,0,0,1,1,1,0,0,0
1362733.0,1709.47,33.62,1,1,0,0,0,3,10,2,338.0,0,0,0,0,1,0,0,0,1,1,0,0,0
4552.0,13.97,15.89,1,0,1,1,0,3,12,5,324.0,0,0,1,0,0,0,1,0,1,0,1,0,0
743.0,4.43,21.86,0,1,0,1,0,4,6,1,88.0,0,0,1,0,0,0,1,0,0,0,0,0,1
349433.0,1453.55,99.24,0,0,0,0,0,3,1,1,240.0,0,0,0,1,0,0,1,0,1,0,0,1,0
6681.0,20.58,36.7,1,0,0,0,0,0,2,3,187.0,0,0,0,0,0,0,1,0,1,0,0,0,1
25.0,4.26,19.61,0,0,1,0,0,0,3,4,15.0,0,0,0,0,0,1,1,0,1,0,0,0,0
43884.0,171.41,40.28,1,0,0,0,0,2,2,3,528.0,0,1,0,0,0,0,0,1,0,0,1,0,0
3859.0,5.31,20.5,0,1,1,0,0,3,9,3,168.0,1,0,0,0,0,0,0,0,0,0,0,1,0
62164.0,425.76,61.88,0,0,0,0,0,3,2,2,88.0,0,0,0,0,1,0,0,0,1,0,0,1,0
1106.0,6.36,23.74,1,1,0,1,0,0,9,3,144.0,0,0,1,0,0,0,1,0,1,0,0,1,0
49445.0,104.95,78.63,0,0,1,0,0,3,1,6,396.0,1,0,0,0,0,0,1,0,1,0,1,0,0
495810.0,434.38,84.02,0,1,1,0,0,0,5,3,207.0,0,0,0,0,1,0,1,0,0,0,0,0,1
3162.0,56.51,89.04,1,1,0,0,0,1,7,3,84.0,0,0,0,1,0,0,0,0,1,1,0,0,0
333.0,3.6,21.94,0,0,1,0,0,1,10,6,48.0,1,0,0,0,0,0,1,0,1,0,0,1,0
18.0,5.78,10.68,1,0,0,0,0,4,3,4,9.0,0,0,0,0,0,0,0,0,1,0,1,0,0
425547.0,163.67,71.61,1,1,1,0,1,1,3,2,240.0,0,0,0,1,0,0,0,0,0,1,0,0,0
1878.0,14.46,14.38,1,0,0,0,0,2,10,3,950.0,0,0,0,0,0,1,0,1,0,0,1,0,0
6.0,4.63,18.32,0,1,1,0,0,4,6,3,12.0,0,0,0,0,0,0,1,0,1,0,0,1,0
8691641.0,38784.21,67.18,0,0,1,0,1,4,9,4,682.0,0,0,0,0,1,0,1,0,1,0,0,0,0
1044578.0,4127.9,51.6,1,0,1,0,0,1,8,1,329.0,0,0,0,0,1,0,1,0,1,0,1,0,0
4267.0,6.7,11.97,0,0,0,1,1,0,12,2,392.0,0,0,1,0,0,0,0,0,1,0,0,1,0
3162.0,16.89,17.99,1,1,0,0,1,0,5,1,204.0,0,1,0,0,0,0,0,0,0,0,0,1,0
7960494.0,21169.9,84.0,0,0,0,0,0,4,12,1,714.0,0,0,0,0,1,0,1,0,1,0,0,1,0
32130.0,25.45,73.38,0,0,1,0,0,2,10,5,570.0,0,1,0,0,0,0,0,1,1,0,1,0,0
3451.0,8.14,17.77,0,0,1,0,0,3,11,6,128.0,0,1,0,0,0,0,1,0,1,1,0,0,0
142365.0,87.0,71.78,1,0,0,0,0,3,7,3,336.0,0,0,0,0,0,0,1,0,1,1,0,0,0
6777.0,25.44,70.29,0,1,1,0,0,1,9,0,180.0,0,0,0,0,0,0,0,0,1,1,0,0,0
7095.0,20.87,60.76,0,1,0,0,0,3,4,4,32.0,0,0,0,0,1,0,1,0,1,0,1,0,0
22618.0,12.0,65.09,0,0,1,0,0,2,11,5,522.0,1,0,0,0,0,0,1,0,1,0,0,0,0
265302.0,2108.99,28.49,1,1,1,0,0,0,2,5,319.0,0,0,0,0,0,0,0,0,0,0,0,0,0
25008.0,107.14,37.44,0,0,1,0,0,1,7,3,96.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1105.0,5.96,18.12,0,0,0,0,0,0,7,5,442.0,0,0,0,0,0,1,1,0,0,0,0,0,0
3751.0,11.76,19.67,0,0,0,0,0,0,8,2,532.0,0,0,0,0,0,0,0,1,1,0,0,1,0
445451.0,698.29,46.63,0,0,1,0,0,1,4,3,330.0,0,0,0,0,1,0,0,1,1,0,0,0,0
1859.0,6.59,18.44,1,1,1,0,0,4,7,2,315.0,0,0,0,0,0,0,0,0,0,1,0,0,0
1034.0,6.52,10.28,1,1,1,0,1,0,2,1,264.0,0,0,0,0,0,0,0,0,0,0,0,0,1
81.0,6.09,20.18,0,1,0,1,0,0,1,6,84.0,0,0,0,0,0,0,1,0,0,0,0,0,0
84.0,6.31,19.05,1,0,0,0,0,0,10,5,96.0,0,0,0,0,0,0,0,1,1,1,0,0,0
243.0,3.92,15.13,0,0,0,0,0,3,8,3,126.0,0,0,0,0,0,1,1,0,1,1,0,0,0
411.0,4.48,16.05,0,0,1,0,0,1,3,1,153.0,0,0,0,0,0,0,1,0,1,0,1,0,0
18100.0,19.67,92.29,1,0,0,0,0,1,6,1,264.0,1,0,0,0,0,0,0,1,1,0,0,0,1
434034.0,1466.26,68.94,0,0,1,0,0,0,8,1,351.0,0,0,0,1,0,0,1,0,1,1,0,0,0
52934.0,287.8,69.39,0,1,1,0,0,4,11,2,96.0,0,0,0,0,1,0,1,0,0,1,0,0,0
137.0,5.38,11.32,1,0,0,0,0,3,8,1,108.0,0,0,0,0,0,1,0,1,1,0,1,0,0
4711.0,18.93,15.2,1,1,0,0,1,4,8,2,208.0,0,1,0,0,0,0,1,0,0,0,0,0,0
64.0,5.06,20.08,0,1,0,1,1,4,8,0,16.0,0,0,1,0,0,0,1,0,0,0,1,0,0
522.0,3.66,15.11,0,1,0,0,0,1,8,5,136.0,0,0,0,0,0,0,0,0,0,1,0,0,0
17.0,6.04,13.85,0,0,1,0,0,0,7,1,12.0,0,0,0,0,0,0,1,0,1,0,0,0,1
434.0,4.99,23.52,1,0,1,0,0,0,1,0,147.0,0,0,0,0,0,0,1,0,1,0,0,0,1
55498.0,139.06,76.24,0,0,1,0,0,2,3,4,96.0,0,0,0,0,1,0,1,0,1,0,0,1,0
2821.0,10.47,18.84,0,1,1,1,0,3,9,5,231.0,0,0,1,0,0,0,1,0,0,0,0,0,0
2016.0,5.15,14.69,0,0,0,0,0,2,11,3,90.0,0,1,0,0,0,0,1,0,1,1,0,0,0
927.0,5.96,16.06,0,0,1,0,1,3,3,4,50.0,0,1,0,0,0,0,1,0,1,0,0,0,1
672.0,6.74,17.2,0,0,1,0,0,2,9,2,200.0,0,0,0,0,0,0,1,0,1,0,0,1,0
82.0,5.5,19.46,1,0,0,0,0,1,9,3,45.0,0,0,0,0,0,1,0,1,1,1,0,0,0
965.0,3.64,10.97,1,0,1,0,0,3,1,5,16.0,0,0,0,0,1,0,1,0,0,0,0,0,0
15828.0,24.46,26.96,0,0,0,1,0,1,10,0,714.0,0,0,1,0,0,0,1,0,1,0,0,0,0
16672.0,47.31,45.92,1,1,0,1,0,3,4,4,1431.0,0,0,1,0,0,0,0,0,1,0,1,0,0
1374.0,4.22,18.29,0,1,1,1,0,3,5,0,286.0,0,0,1,0,0,0,0,0,1,1,0,0,0
409.0,3.59,16.41,1,0,0,1,0,4,4,5,112.0,0,0,1,0,0,0,0,1,1,1,0,0,0
376.0,4.88,21.77,0,0,0,0,1,3,2,6,72.0,0,0,0,0,0,0,1,0,0,0,0,0,1
24368.0,35.8,82.08,0,1,0,0,1,3,5,1,286.0,1,0,0,0,0,0,1,0,1,0,1,0,0
254309.0,164.04,42.12,0,0,1,0,0,4,12,2,234.0,0,0,0,1,0,0,1,0,1,1,0,0,0
168.0,5.1,12.79,0,0,1,0,1,1,12,0,50.0,0,0,0,0,0,0,1,0,1,0,0,0,0
22516.0,36.99,94.48,1,1,1,0,0,4,8,6,364.0,0,0,0,0,0,0,1,0,0,0,1,0,0
6.0,6.58,12.93,1,0,0,1,0,0,2,6,6.0,0,0,1,0,0,0,0,1,0,0,0,0,0
465.0,5.1,10.84,0,0,1,0,0,1,5,5,105.0,0,0,0,0,0,0,0,0,1,0,0,0,1
15047.0,69.57,74.45,1,0,0,0,0,1,11,3,288.0,0,1,0,0,0,0,0,0,1,1,0,0,0
2603.0,3.17,18.13,0,1,1,0,0,1,12,6,392.0,0,0,0,0,0,1,0,0,0,0,1,0,0
3162.0,2497.78,86.59,0,1,0,1,1,1,9,4,925.0,0,0,0,0,0,0,0,0,1,0,1,0,0
671.0,6.31,18.21,0,1,1,0,0,3,10,6,351.0,0,0,0,0,0,0,1,0,0,0,0,0,0
78424.0,60.34,94.91,0,0,1,0,0,4,10,1,168.0,0,0,0,1,0,0,1,0,1,0,0,0,0
486.0,3.35,21.94,0,0,1,0,0,4,8,2,168.0,0,0,0,0,0,0,1,0,1,0,0,0,0
2166915.0,7142.87,90.73,1,0,1,0,0,2,4,2,442.0,0,0,0,0,1,0,1,0,1,0,0,0,0
8214668.0,6665.25,34.32,1,1,0,0,0,0,8,6,760.0,0,0,0,0,1,0,0,0,0,0,0,1,0
19300.0,30.67,52.33,0,0,0,0,1,0,1,6,442.0,0,0,0,0,0,0,1,0,1,0,1,0,0
3162.0,5.02,22.96,1,0,1,0,0,0,10,1,175.0,0,0,0,0,0,0,0,1,1,1,0,0,0
2470.0,5.17,10.14,0,1,1,0,0,1,5,3,544.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3162.0,3.1,18.77,1,0,0,1,1,1,1,3,200.0,0,0,1,0,0,0,0,1,1,1,0,0,0
239.0,6.24,12.64,0,1,0,0,1,0,5,1,105.0,0,0,0,0,0,1,0,0,1,0,0,1,0
326.0,3.45,17.87,1,1,1,0,1,4,8,0,240.0,0,0,0,0,0,1,0,0,1,1,0,0,0
567.0,6.06,11.65,0,0,0,0,0,0,2,5,368.0,0,0,0,0,0,1,1,0,0,0,0,0,0
1654.0,8.8,12.04,1,0,0,1,0,0,8,6,175.0,0,0,1,0,0,0,0,1,1,0,0,1,0
666.0,5.49,16.2,1,0,0,0,0,0,6,4,448.0,0,0,0,0,0,1,0,0,1,0,0,1,0
2176.0,4.29,20.0,1,0,0,0,1,3,3,1,96.0,0,1,0,0,0,0,0,1,1,0,0,0,1
423734.0,1218.12,96.48,0,1,0,0,0,1,10,6,200.0,0,0,0,1,0,0,1,0,0,1,0,0,0
8880.0,10.02,88.55,0,0,0,0,0,1,5,4,252.0,0,1,0,0,0,0,0,0,1,0,0,0,0
4138.0,16.31,13.36,0,1,0,0,0,4,10,4,36.0,0,0,0,1,0,0,0,0,0,0,0,1,0
55.0,4.78,13.11,1,0,0,0,0,3,3,3,9.0,1,0,0,0,0,0,0,1,1,0,0,0,0
501492.0,2006.41,53.06,0,1,0,0,0,0,10,0,168.0,0,0,0,0,1,0,1,0,0,0,0,1,0
7454.0,18.78,96.62,0,1,0,0,0,3,7,0,1000.0,0,0,0,0,0,0,0,0,1,1,0,0,0
778.0,6.73,22.48,0,0,0,0,1,1,4,4,578.0,0,0,0,0,0,1,1,0,1,0,0,0,0
11491.0,27.58,54.22,0,0,0,0,1,4,6,4,260.0,1,0,0,0,0,0,1,0,1,0,1,0,0
9843.0,44.31,92.31,0,0,1,0,0,0,4,6,225.0,0,1,0,0,0,0,1,0,1,0,0,0,0
1266851.0,2737.74,43.24,0,0,0,0,0,1,12,4,403.0,0,0,0,1,0,0,1,0,1,0,0,0,0
520.0,4.3,24.87,0,0,1,0,0,0,7,4,364.0,0,0,0,0,0,1,1,0,1,0,1,0,0
10705.0,18.7,82.23,1,0,0,0,0,0,10,6,322.0,0,1,0,0,0,0,0,1,1,0,0,1,0
45246.0,162.13,39.71,0,0,1,0,0,4,7,4,616.0,0,1,0,0,0,0,0,1,0,0,0,0,0
4571789.0,42745.36,45.24,0,1,0,0,0,1,6,2,792.0,0,0,0,1,0,0,1,0,0,1,0,0,0
1637.0,10.28,24.23,0,1,0,0,0,4,11,5,28.0,0,0,0,1,0,0,0,0,0,0,0,0,0
724.0,6.54,16.13,0,1,1,0,0,2,3,1,128.0,0,0,0,0,0,0,0,0,0,0,0,1,0
1041.0,6.34,17.46,0,0,0,0,0,0,5,4,108.0,0,1,0,0,0,0,1,0,1,0,0,0,1
84383.0,201.25,47.23,1,0,0,0,0,4,4,1,108.0,0,0,0,0,1,0,0,0,1,0,1,0,0
352969.0,1638.53,52.01,1,0,1,0,0,4,12,6,240.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1606547.0,3950.18,38.36,1,0,1,0,0,2,4,6,299.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1382831.0,1422.22,60.02,0,0,0,0,0,2,2,0,504.0,0,0,0,0,1,0,1,0,1,1,0,0,0
227.0,6.29,10.96,0,1,0,0,0,1,2,6,133.0,0,0,0,0,0,1,0,0,0,0,1,0,0
3162.0,4.06,12.0,0,0,0,0,0,3,2,0,66.0,0,0,0,0,0,0,1,0,1,1,0,0,0
9861.0,11.09,37.29,0,1,1,0,0,2,3,0,187.0,1,0,0,0,0,0,1,0,0,0,0,0,1
171.0,6.48,13.91,1,0,1,0,0,0,11,4,98.0,0,0,0,0,0,1,0,1,0,0,0,0,0
81599.0,45.12,39.26,0,1,0,0,0,3,3,0,120.0,0,0,0,0,1,0,0,0,1,0,0,0,1
4313.0,18.31,13.32,0,0,0,0,0,4,5,2,112.0,1,0,0,0,0,0,1,0,1,0,0,0,1
645.0,4.82,10.86,0,0,0,0,0,4,2,6,484.0,0,0,0,0,0,1,0,1,1,0,0,0,1
3148.0,8.48,12.46,0,1,1,0,0,0,10,2,558.0,0,0,0,0,0,0,0,0,1,0,0,1,0
210797.0,1157.62,63.36,0,0,1,0,0,1,4,1,264.0,0,0,0,1,0,0,0,0,1,0,0,0,1
80.0,3.63,16.24,0,1,0,0,0,1,3,3,77.0,0,0,0,0,0,0,0,0,1,0,1,0,0
3162.0,6.26,14.06,1,1,1,1,0,1,10,0,136.0,0,0,1,0,0,0,0,0,1,0,1,0,0
836.0,6.91,17.16,1,0,0,0,0,1,6,2,448.0,0,0,0,0,0,1,0,1,0,0,0,1,0
52647.0,109.47,56.94,0,0,0,0,0,2,8,6,546.0,0,1,0,0,0,0,1,0,1,0,0,0,1
48755.0,112.76,75.96,1,0,0,0,0,4,10,0,380.0,1,0,0,0,0,0,0,1,1,0,0,0,0
530923.0,349.52,33.31,0,0,1,0,0,1,7,0,230.0,0,0,0,0,0,0,1,0,1,0,0,0,1
4174934.0,7808.66,37.93,0,0,0,0,0,0,4,0,561.0,0,0,0,0,1,0,0,0,0,0,0,0,1
467.0,4.46,20.11,0,0,0,0,0,4,8,6,168.0,0,0,0,0,0,0,0,1,0,0,0,0,1
433.0,6.97,19.75,1,1,1,0,0,3,8,6,102.0,0,0,0,0,0,0,0,0,0,0,0,0,1
274778.0,584.95,86.54,0,0,0,0,1,2,7,2,240.0,0,0,0,1,0,0,1,0,1,0,0,0,1
14938.0,138.5,63.15,0,1,1,0,1,1,3,1,200.0,1,0,0,0,0,0,1,0,1,0,0,1,0
10515.0,52.42,99.59,1,1,1,0,0,1,1,3,273.0,0,1,0,0,0,0,0,0,1,0,1,0,0
3187.0,7.89,18.6,0,0,1,0,0,0,7,4,112.0,0,1,0,0,0,0,0,1,1,0,0,0,0
48.0,5.05,15.75,0,0,0,0,0,0,12,3,45.0,0,0,0,0,0,1,1,0,0,1,0,0,0
2560.0,6.68,10.39,0,0,1,1,1,1,1,0,253.0,0,0,1,0,0,0,1,0,1,0,1,0,0
36.0,6.87,21.96,0,0,0,0,0,4,1,6,6.0,1,0,0,0,0,0,1,0,1,0,0,0,1
4352.0,21.31,15.92,0,0,0,0,0,4,6,5,798.0,0,0,0,0,0,0,1,0,1,0,0,1,0
9773200.0,37746.96,90.52,0,1,0,0,1,0,10,2,704.0,0,0,0,0,1,0,1,0,0,0,0,1,0
767.0,4.22,15.02,0,0,1,0,0,0,9,2,24.0,0,0,0,1,0,0,1,0,1,0,0,1,0
93.0,4.31,17.43,1,0,0,0,1,2,4,5,50.0,0,0,0,0,0,1,0,1,1,0,1,0,0
1065.0,4.69,24.87,1,1,0,1,0,3,3,5,96.0,0,0,1,0,0,0,0,0,1,0,0,1,0
7359.0,4.12,44.97,0,1,0,0,0,1,8,2,207.0,0,1,0,0,0,0,1,0,1,0,0,1,0
6537.0,10.74,61.43,0,1,1,0,0,0,8,1,144.0,1,0,0,0,0,0,1,0,1,1,0,0,0
31146.0,75.01,68.52,1,1,1,0,0,2,1,2,306.0,1,0,0,0,0,0,0,0,0,0,1,0,0
695.0,5.5,13.92,0,0,0,0,0,4,3,3,273.0,0,0,0,0,0,1,1,0,1,0,1,0,0
867.0,6.21,11.77,1,0,1,0,0,3,1,5,640.0,0,0,0,0,0,1,0,1,0,0,0,0,1
89.0,3.48,17.79,1,0,0,0,1,3,9,1,91.0,0,0,0,0,0,1,0,1,1,0,0,0,0
6897.0,10.38,63.89,0,1,0,1,1,2,3,6,608.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3162.0,114.49,27.48,0,0,0,0,0,0,4,2,561.0,0,1,0,0,0,0,1,0,1,0,0,0,0
20765.0,46.67,90.77,0,0,1,0,0,0,10,5,320.0,0,1,0,0,0,0,1,0,1,1,0,0,0
1546212.0,1538.25,31.59,0,0,0,1,1,3,1,3,444.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1034.0,4.63,20.25,0,0,0,0,0,0,7,3,78.0,1,0,0,0,0,0,1,0,1,0,0,0,0
19093.0,61.14,58.3,0,1,1,1,0,0,2,6,988.0,0,0,1,0,0,0,1,0,0,0,0,0,0
538.0,5.95,14.28,0,0,1,0,0,3,5,1,102.0,0,0,0,0,0,0,1,0,1,0,0,0,0
3155.0,7.75,21.02,1,0,0,1,0,4,9,3,360.0,0,0,1,0,0,0,0,1,1,1,0,0,0
12281.0,45.66,50.39,0,0,0,0,0,3,12,2,40.0,0,0,0,0,1,0,0,1,1,0,1,0,0
96338.0,676.29,48.03,0,0,0,0,0,0,2,5,738.0,1,0,0,0,0,0,0,1,1,0,0,0,0
5220.0,6.46,44.66,1,1,0,0,0,1,10,3,136.0,0,1,0,0,0,0,0,0,1,0,0,1,0
3579266.0,5835.84,90.87,0,1,0,0,0,3,2,4,465.0,0,0,0,0,1,0,1,0,0,1,0,0,0
848953.0,4108.99,88.58,0,0,0,0,0,3,6,1,308.0,0,0,0,0,1,0,0,0,1,0,0,0,0
28817.0,71.9,58.97,0,0,1,0,0,4,12,1,256.0,0,1,0,0,0,0,1,0,1,0,1,0,0
3162.0,4.19,24.1,0,1,0,0,1,2,12,1,168.0,0,0,0,0,0,0,1,0,1,0,1,0,0
16993.0,42.68,59.66,0,1,0,0,1,2,3,3,378.0,0,1,0,0,0,0,1,0,1,0,0,0,0
2311.0,13.18,18.3,0,0,1,0,0,1,6,5,665.0,0,0,0,0,0,0,1,0,1,0,0,1,0
240.0,3.33,18.89,1,0,0,0,0,0,10,6,168.0,0,0,0,0,0,1,1,0,1,1,0,0,0
3162.0,6.35,22.16,1,0,1,0,0,4,3,4,304.0,0,0,0,0,0,1,0,1,1,0,1,0,0
8186224.0,21707.94,43.33,0,0,1,1,0,4,11,2,928.0,0,0,0,1,0,0,1,0,1,0,1,0,0
15983.0,24.08,68.15,1,0,0,0,0,0,1,5,220.0,1,0,0,0,0,0,0,0,1,0,0,1,0
399.0,4.47,23.5,0,0,1,1,1,4,12,1,96.0,0,0,0,0,0,0,1,0,1,0,0,1,0
48276.0,23.71,45.75,0,0,0,0,0,1,11,3,960.0,0,1,0,0,0,0,1,0,1,0,1,0,0
165.0,4.46,13.47,0,0,0,1,0,0,1,4,30.0,0,0,1,0,0,0,1,0,1,0,0,1,0
1590458.0,4401.71,38.21,1,0,0,0,0,4,3,2,336.0,0,0,0,0,1,0,1,0,1,1,0,0,0
1255108.0,9366.86,51.54,0,0,1,0,1,3,7,2,264.0,0,0,0,0,1,0,1,0,1,0,1,0,0
43625.0,418.78,78.24,1,0,0,0,0,1,8,5,208.0,1,0,0,0,0,0,0,1,1,0,0,1,0
2994.0,5.25,13.41,0,0,0,0,0,1,3,1,377.0,0,0,0,0,0,0,1,0,1,0,1,0,0
1149.0,5.14,12.16,0,0,0,0,0,2,3,3,750.0,0,0,0,0,0,1,1,0,1,0,1,0,0
135200.0,816.98,44.18,1,0,0,0,0,2,3,0,900.0,1,0,0,0,0,0,0,1,0,0,0,0,0
750.0,4.58,15.72,0,0,0,0,0,1,10,1,648.0,0,0,0,0,0,1,1,0,1,0,0,0,0
76.0,6.67,24.58,0,1,0,0,0,0,3,0,6.0,0,0,0,1,0,0,1,0,1,0,0,0,1
972.0,5.1,23.97,0,1,0,0,0,3,9,1,144.0,0,0,0,0,0,0,1,0,1,1,0,0,0
457402.0,1074.35,62.7,0,1,0,0,0,3,4,5,280.0,0,0,0,0,0,0,1,0,1,1,0,0,0
193.0,5.43,12.69,0,1,1,0,0,2,8,6,96.0,0,0,0,0,0,1,1,0,0,0,0,1,0
5329.0,8.99,98.43,1,1,1,0,0,0,11,3,36.0,0,0,0,1,0,0,0,0,1,0,0,0,0
85079.0,428.46,43.47,0,1,0,0,0,1,10,6,897.0,0,1,0,0,0,0,0,0,1,0,1,0,0
13.0,6.59,10.5,1,0,0,0,0,0,3,1,63.0,0,0,0,0,0,1,0,1,0,0,0,1,0
2538444.0,11033.1,35.8,1,0,1,0,0,3,3,6,360.0,0,0,0,0,1,0,0,1,1,0,0,0,1
181.0,4.93,19.23,1,0,0,0,0,1,9,1,168.0,0,0,0,0,0,0,1,0,1,0,0,0,0
288400.0,1242.04,99.16,0,0,0,0,0,1,10,4,210.0,0,0,0,0,1,0,1,0,1,0,0,0,0
6107028.0,24123.24,98.96,0,1,0,1,0,1,3,4,1196.0,0,0,0,1,0,0,1,0,1,0,0,1,0
3162.0,23.61,26.55,1,0,0,0,0,4,10,5,180.0,0,1,0,0,0,0,0,1,1,0,0,0,0
682.0,6.6,19.44,1,0,0,0,0,1,10,1,198.0,0,0,0,0,0,0,0,1,1,0,0,1,0
1298.0,4.45,13.72,1,0,0,1,0,4,6,1,136.0,0,0,1,0,0,0,0,0,1,0,0,0,0
64.0,3.2,13.7,1,0,0,0,1,1,6,3,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0
197.0,5.1,15.22,0,0,1,1,0,1,3,3,35.0,0,0,1,0,0,0,1,0,1,0,0,0,0
1525.0,6.61,19.4,0,0,0,1,0,2,12,4,162.0,0,0,1,0,0,0,1,0,1,1,0,0,0
510.0,4.72,10.93,0,0,0,0,0,0,5,3,91.0,0,0,0,0,0,0,1,0,1,0,0,0,1
41940.0,109.61,86.48,0,1,0,0,0,0,5,1,84.0,0,0,0,0,1,0,1,0,0,0,0,0,1
420.0,5.54,21.69,0,1,1,1,0,1,2,3,72.0,0,0,1,0,0,0,0,0,1,0,1,0,0
49.0,6.66,16.41,0,0,0,0,0,0,7,5,98.0,0,0,0,0,0,1,0,1,1,0,0,0,0
1637.0,5.8,13.54,0,0,0,0,0,3,11,6,105.0,0,1,0,0,0,0,1,0,1,0,0,0,0
67826.0,286.54,52.58,1,1,0,0,0,4,1,3,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0
4737505.0,9584.47,32.48,0,1,0,0,1,3,6,3,612.0,0,0,0,0,1,0,1,0,1,0,1,0,0
608417.0,1928.03,48.86,0,0,0,0,1,1,9,2,220.0,0,0,0,0,1,0,0,1,1,0,0,0,0
3162.0,4.64,22.96,0,0,0,0,0,4,6,2,40.0,1,0,0,0,0,0,0,1,1,0,0,1,0
168.0,5.58,22.69,1,0,0,0,0,0,3,6,128.0,0,0,0,0,0,0,0,1,1,0,0,0,0
2572044.0,3876.07,85.81,0,0,1,0,1,4,11,6,714.0,0,0,0,1,0,0,1,0,1,0,0,1,0
722.0,6.19,15.25,0,1,1,0,0,2,3,0,40.0,0,1,0,0,0,0,1,0,0,0,0,0,0
240.0,4.47,23.09,0,1,0,0,0,1,4,2,20.0,1,0,0,0,0,0,0,0,0,0,0,0,1
355.0,4.28,13.86,0,1,0,0,0,0,2,5,231.0,0,0,0,0,0,1,1,0,1,1,0,0,0
10438.0,14.36,44.32,0,0,1,0,1,4,6,4,242.0,0,1,0,0,0,0,0,1,1,0,0,0,1
3162.0,89.59,65.8,0,0,1,0,1,2,11,3,84.0,0,0,0,1,0,0,1,0,1,0,0,0,0
1016836.0,1695.05,25.67,0,0,0,0,0,1,1,5,270.0,0,0,0,0,1,0,0,0,1,0,0,0,1
516.0,3.67,13.91,0,0,1,0,0,0,7,2,16.0,0,0,0,1,0,0,1,0,1,0,1,0,0
48791.0,396.47,92.99,1,1,0,0,0,4,5,2,98.0,0,0,0,1,0,0,0,0,0,1,0,0,0
5773155.0,37830.75,98.32,1,1,1,1,0,2,5,0,1025.0,0,0,0,1,0,0,0,0,0,0,1,0,0
13039.0,112.09,49.75,0,1,1,0,0,4,5,3,210.0,0,1,0,0,0,0,0,0,1,1,0,0,0
1858.0,6.73,24.52,1,0,1,0,1,0,7,3,752.0,0,0,0,0,0,0,0,1,1,0,1,0,0
1851.0,3.75,23.98,0,0,0,1,0,3,7,2,189.0,0,0,1,0,0,0,0,0,0,1,0,0,0
515049.0,2001.4,60.36,1,1,0,1,1,0,1,3,370.0,0,0,0,1,0,0,1,0,0,0,0,0,0
174529.0,1076.23,85.51,0,0,0,0,0,1,2,3,220.0,0,0,0,1,0,0,0,0,1,0,0,0,1
3162.0,5.21,20.84,0,1,0,0,0,4,1,0,91.0,0,0,0,0,0,1,1,0,1,0,0,1,0
58.0,5.86,13.65,0,1,1,1,0,4,10,4,24.0,0,0,1,0,0,0,1,0,0,0,1,0,0
3162.0,5.48,11.61,1,0,1,0,1,3,7,0,120.0,0,0,0,0,0,1,0,1,1,0,0,1,0
902818.0,2234.55,28.17,0,0,1,0,1,4,5,0,231.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1889965.0,9511.96,87.71,0,1,1,0,1,3,8,6,434.0,0,0,0,0,1,0,1,0,1,1,0,0,0
1521.0,10.05,14.24,1,0,0,0,1,1,6,3,968.0,0,0,0,0,0,1,0,1,0,1,0,0,0
3307.0,6.52,14.06,1,0,1,0,0,0,12,4,138.0,0,1,0,0,0,0,0,1,1,0,0,1,0
12288.0,55.37,44.1,0,1,0,0,0,2,10,4,280.0,0,1,0,0,0,0,1,0,1,0,0,1,0
