Base_Transport_Fee,CrossBorder_Shipping_No,CrossBorder_Shipping_Yes,CrossBorder_Shipping_nan,Equipment_Height,Equipment_Type_Aluminium,Equipment_Type_Brass,Equipment_Type_Bronze,Equipment_Type_Clay,Equipment_Type_Marble,Equipment_Type_Stone,Equipment_Type_Wood,Equipment_Type_nan,Equipment_Value,Equipment_Weight,Equipment_Width,Fragile_Equipment_No,Fragile_Equipment_Yes,Fragile_Equipment_nan,Hospital_Info_Wealthy,Hospital_Info_Working Class,Hospital_Info_nan,Installation_Service_No,Installation_Service_Yes,Installation_Service_nan,Rural_Hospital_No,Rural_Hospital_Yes,Rural_Hospital_nan,Supplier_Reliability,Transport_Method_Airways,Transport_Method_Roadways,Transport_Method_Waterways,Transport_Method_nan,Urgent_Shipping_No,Urgent_Shipping_Yes,Urgent_Shipping_nan
32.31,True,False,False,12.0,False,False,False,False,False,True,False,False,163.64,23126.0,6.0,True,False,False,False,True,False,True,False,False,True,False,False,0.73,False,True,False,False,True,False,False
13.35,True,False,False,10.0,False,False,False,True,False,False,False,False,4.1,209.0,4.0,False,True,False,False,True,False,True,False,False,True,False,False,0.44,True,False,False,False,False,True,False
10.2,False,True,False,5.0,False,False,False,True,False,False,False,False,3.16,52.0,4.0,False,True,False,False,True,False,False,True,False,False,False,True,0.44,False,False,False,True,True,False,False
10.88,True,False,False,20.0,False,False,False,False,False,False,True,False,3.7,119.0,6.0,True,False,False,False,True,False,True,False,False,True,False,False,0.44,False,True,False,False,True,False,False
17.98,True,False,False,12.0,False,False,False,False,False,False,False,True,6.28,2628.0,8.0,True,False,False,True,False,False,True,False,False,True,False,False,0.44,True,False,False,False,False,True,False
15.26,True,False,False,15.0,False,False,False,True,False,False,False,False,8.57,1602.0,8.0,False,True,False,False,True,False,False,True,False,True,False,False,0.72,False,True,False,False,True,False,False
15.8,True,False,False,41.0,False,False,False,False,False,False,False,True,3.02,1884.0,12.0,True,False,False,True,False,False,True,False,False,True,False,False,0.44,False,True,False,False,False,True,False
24.53,True,False,False,20.0,False,False,False,True,False,False,False,False,3.38,63.0,5.0,False,True,False,False,True,False,True,False,False,True,False,False,0.69,False,False,False,True,True,False,False
22.24,True,False,False,18.0,False,False,False,True,False,False,False,False,9.8,1405.0,7.0,False,True,False,True,False,False,False,True,False,True,False,False,0.69,False,True,False,False,False,True,False
65.27,False,True,False,37.0,False,False,False,False,True,False,False,False,2006.78,2390433.0,17.0,False,True,False,False,True,False,False,True,False,True,False,False,0.0,False,False,True,False,True,False,False
13.34,True,False,False,25.0,True,False,False,False,False,False,False,False,5.93,1829.0,13.0,True,False,False,False,True,False,True,False,False,True,False,False,0.72,False,True,False,False,True,False,False
18.98,True,False,False,27.0,False,False,False,False,False,False,True,False,5.43,342.0,15.0,True,False,False,False,True,False,False,True,False,False,True,False,0.35,False,False,False,True,True,False,False
11.15,False,True,False,20.0,False,False,False,False,False,False,True,False,3.28,219.0,8.0,True,False,False,False,True,False,False,True,False,False,False,True,0.77,False,False,False,True,True,False,False
12.19,True,False,False,17.0,False,False,False,False,False,False,True,False,4.6,234.0,7.0,True,False,False,True,False,False,False,True,False,True,False,False,0.85,False,True,False,False,True,False,False
16.57,True,False,False,9.0,False,False,True,False,False,False,False,False,6.94,834.0,5.0,True,False,False,True,False,False,True,False,False,True,False,False,0.32,False,True,False,False,True,False,False
12.05,True,False,False,4.0,False,False,False,False,True,False,False,False,4.68,2628.0,8.0,True,False,False,True,False,False,False,True,False,False,True,False,0.44,False,True,False,False,True,False,False
23.82,False,True,False,38.0,False,False,False,False,False,False,True,False,6.41,1129.0,19.0,True,False,False,True,False,False,False,True,False,False,True,False,0.34,False,False,True,False,True,False,False
14.81,True,False,False,41.0,False,False,False,False,False,False,True,False,6.27,508.0,10.0,True,False,False,False,True,False,False,True,False,True,False,False,0.65,False,True,False,False,True,False,False
64.89,True,False,False,25.0,False,False,False,False,True,False,False,False,654.16,456266.0,11.0,True,False,False,False,True,False,True,False,False,True,False,False,0.4,False,False,False,True,False,True,False
11.99,False,True,False,19.0,False,False,False,False,False,False,False,True,5.87,4294.0,8.0,True,False,False,False,True,False,False,True,False,False,False,True,0.19,False,False,False,True,True,False,False
49.19,False,True,False,20.0,False,False,True,False,False,False,False,False,15.4,6522.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.44,False,False,False,True,True,False,False
39.2,False,True,False,21.0,False,False,True,False,False,False,False,False,35.44,12296.0,11.0,True,False,False,False,True,False,True,False,False,True,False,False,0.42,True,False,False,False,False,True,False
17.95,False,True,False,11.0,False,False,False,True,False,False,False,False,3.95,2628.0,8.0,False,True,False,True,False,False,True,False,False,True,False,False,0.31,False,False,False,True,False,True,False
35.42,False,True,False,14.0,False,False,False,False,False,True,False,False,199.54,48185.0,6.0,True,False,False,True,False,False,False,True,False,True,False,False,0.6,False,False,True,False,True,False,False
14.63,True,False,False,9.0,False,False,False,False,False,False,False,True,10.56,4036.0,4.0,True,False,False,False,True,False,True,False,False,False,False,True,0.53,True,False,False,False,False,True,False
28.37,True,False,False,14.0,False,False,False,False,True,False,False,False,78.19,42791.0,6.0,True,False,False,False,True,False,True,False,False,False,True,False,0.55,False,True,False,False,True,False,False
14.02,True,False,False,9.0,False,False,False,False,False,False,False,True,6.44,677.0,5.0,True,False,False,False,True,False,False,True,False,True,False,False,0.44,True,False,False,False,True,False,False
39.71,True,False,False,29.0,False,False,False,False,True,False,False,False,1190.13,440660.0,10.0,True,False,False,False,True,False,True,False,False,True,False,False,0.18,False,True,False,False,True,False,False
59.22,True,False,False,16.0,False,False,False,False,False,False,False,True,151.19,63720.0,8.0,True,False,False,True,False,False,False,True,False,False,True,False,0.51,False,False,False,True,True,False,False
21.77,False,True,False,12.0,True,False,False,False,False,False,False,False,5.67,442.0,7.0,True,False,False,False,True,False,False,True,False,True,False,False,0.2,False,False,True,False,True,False,False
26.8,True,False,False,23.0,False,True,False,False,False,False,False,False,20.03,36456.0,13.0,True,False,False,False,True,False,False,True,False,True,False,False,0.23,False,True,False,False,True,False,False
86.22,True,False,False,21.0,False,True,False,False,False,False,False,False,49.25,8946.0,9.0,True,False,False,False,True,False,True,False,False,True,False,False,0.99,False,False,True,False,True,False,False
52.61,True,False,False,27.0,False,False,True,False,False,False,False,False,51.64,17635.0,15.0,True,False,False,True,False,False,False,True,False,True,False,False,0.65,False,True,False,False,False,True,False
64.63,True,False,False,22.0,False,False,False,False,False,False,False,True,1102.89,124813.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.93,False,True,False,False,True,False,False
17.08,True,False,False,20.0,False,False,True,False,False,False,False,False,4.33,90.0,8.0,True,False,False,True,False,False,True,False,False,True,False,False,0.92,False,False,False,True,True,False,False
22.11,True,False,False,38.0,False,False,False,False,False,False,True,False,6.21,1333.0,26.0,True,False,False,False,True,False,False,True,False,True,False,False,0.24,False,True,False,False,False,True,False
14.69,True,False,False,9.0,False,False,False,False,False,False,True,False,6.44,55.0,4.0,True,False,False,True,False,False,True,False,False,True,False,False,0.9,False,True,False,False,False,True,False
82.15,False,True,False,13.0,False,False,False,False,True,False,False,False,64.28,14856.0,6.0,True,False,False,False,True,False,False,True,False,True,False,False,0.86,False,False,True,False,True,False,False
43.6,False,True,False,48.0,False,False,False,True,False,False,False,False,23.76,15959.0,22.0,False,True,False,False,True,False,False,True,False,True,False,False,0.63,False,False,True,False,True,False,False
85.53,False,True,False,34.0,False,True,False,False,False,False,False,False,145.61,59131.0,11.0,True,False,False,True,False,False,False,True,False,True,False,False,0.23,False,False,False,True,True,False,False
54.25,True,False,False,41.0,False,True,False,False,False,False,False,False,356.75,85784.0,17.0,True,False,False,False,True,False,True,False,False,True,False,False,0.81,True,False,False,False,True,False,False
71.42,False,True,False,20.0,False,True,False,False,False,False,False,False,222.56,50900.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.64,False,False,False,True,True,False,False
10.72,True,False,False,26.0,False,False,False,False,False,False,True,False,5.98,683.0,19.0,True,False,False,True,False,False,True,False,False,True,False,False,0.7,True,False,False,False,False,True,False
23.93,True,False,False,24.0,False,False,False,False,False,False,True,False,6.15,437.0,11.0,True,False,False,False,True,False,True,False,False,True,False,False,0.44,False,False,False,True,False,True,False
22.89,True,False,False,11.0,False,False,True,False,False,False,False,False,3.13,446.0,6.0,True,False,False,False,True,False,False,True,False,False,True,False,0.44,False,False,False,True,True,False,False
83.01,True,False,False,31.0,False,True,False,False,False,False,False,False,12.93,13168.0,6.0,True,False,False,True,False,False,True,False,False,True,False,False,0.44,True,False,False,False,False,True,False
90.94,False,True,False,33.0,False,False,False,False,True,False,False,False,406.43,380334.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.5,False,False,True,False,True,False,False
87.26,True,False,False,17.0,False,False,False,False,True,False,False,False,1021.99,128807.0,10.0,True,False,False,False,True,False,True,False,False,True,False,False,0.71,False,False,False,True,False,True,False
12.9,False,True,False,6.0,False,False,False,False,False,False,False,True,11.62,2628.0,5.0,True,False,False,False,True,False,True,False,False,True,False,False,0.88,False,False,True,False,True,False,False
23.74,True,False,False,20.0,False,False,False,False,False,False,True,False,6.35,902.0,14.0,True,False,False,False,True,False,False,True,False,True,False,False,0.74,False,True,False,False,True,False,False
12.19,False,True,False,22.0,False,False,True,False,False,False,False,False,5.84,3387.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.14,False,False,True,False,True,False,False
65.2,True,False,False,37.0,False,False,False,False,False,True,False,False,5794.95,2962372.0,12.0,True,False,False,False,True,False,True,False,False,True,False,False,0.0,False,False,False,True,True,False,False
82.52,False,True,False,25.0,False,False,False,False,False,True,False,False,1690.0,749116.0,9.0,True,False,False,False,True,False,True,False,False,True,False,False,0.59,False,False,True,False,True,False,False
96.78,True,False,False,53.0,False,False,False,False,False,False,False,True,211.28,80441.0,11.0,True,False,False,True,False,False,False,True,False,True,False,False,0.44,False,True,False,False,True,False,False
14.77,True,False,False,22.0,False,False,False,False,False,False,True,False,5.93,82.0,6.0,True,False,False,True,False,False,False,True,False,True,False,False,0.78,False,True,False,False,False,True,False
12.44,True,False,False,23.0,True,False,False,False,False,False,False,False,4.07,1196.0,12.0,True,False,False,False,True,False,True,False,False,True,False,False,0.49,False,True,False,False,False,True,False
24.43,False,True,False,5.0,False,False,False,False,False,True,False,False,13.26,3422.0,5.0,True,False,False,True,False,False,True,False,False,False,True,False,0.61,False,False,False,True,False,True,False
67.19,False,True,False,9.0,False,False,False,False,False,True,False,False,6.9,8782.0,4.0,True,False,False,False,True,False,False,True,False,False,False,True,0.55,False,False,False,True,True,False,False
14.65,True,False,False,29.0,False,False,False,False,False,False,False,True,6.71,1429.0,6.0,False,True,False,False,True,False,False,True,False,True,False,False,0.09,False,True,False,False,True,False,False
54.12,False,True,False,33.0,False,False,False,False,False,True,False,False,720.91,432410.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.47,False,False,False,True,False,True,False
13.03,True,False,False,5.0,True,False,False,False,False,False,False,False,5.31,55.0,5.0,True,False,False,False,True,False,False,True,False,False,False,True,0.44,False,False,True,False,True,False,False
14.3,True,False,False,35.0,False,False,False,False,False,False,True,False,3.4,773.0,15.0,True,False,False,False,True,False,False,True,False,True,False,False,0.14,True,False,False,False,False,True,False
96.86,True,False,False,20.0,False,False,True,False,False,False,False,False,313.65,96802.0,24.0,True,False,False,False,True,False,False,True,False,True,False,False,0.27,False,False,False,True,True,False,False
14.25,True,False,False,7.0,False,False,False,True,False,False,False,False,5.04,111.0,5.0,False,True,False,False,True,False,True,False,False,False,False,True,0.01,False,True,False,False,True,False,False
45.33,False,True,False,37.0,False,False,False,False,True,False,False,False,449.01,177152.0,9.0,False,True,False,False,True,False,True,False,False,False,True,False,0.44,False,False,True,False,True,False,False
19.54,False,True,False,25.0,False,False,False,True,False,False,False,False,3.87,1754.0,9.0,False,True,False,False,True,False,True,False,False,True,False,False,0.35,False,False,True,False,True,False,False
11.92,False,True,False,24.0,False,False,False,False,False,False,True,False,5.67,311.0,9.0,True,False,False,True,False,False,True,False,False,True,False,False,0.2,True,False,False,False,False,True,False
25.47,True,False,False,20.0,False,False,False,False,True,False,False,False,1522.8,959383.0,8.0,True,False,False,False,True,False,True,False,False,False,False,True,0.05,False,True,False,False,True,False,False
35.11,False,True,False,30.0,False,False,True,False,False,False,False,False,69.32,15976.0,15.0,True,False,False,True,False,False,True,False,False,True,False,False,0.8,True,False,False,False,False,True,False
21.85,True,False,False,4.0,False,False,False,True,False,False,False,False,5.47,39.0,8.0,False,True,False,False,True,False,True,False,False,True,False,False,0.08,False,True,False,False,True,False,False
23.12,True,False,False,37.0,False,False,False,False,False,False,True,False,4.27,854.0,8.0,True,False,False,False,True,False,False,True,False,False,True,False,0.63,False,False,False,True,True,False,False
11.24,True,False,False,6.0,False,False,False,False,True,False,False,False,10.79,2708.0,5.0,True,False,False,False,True,False,True,False,False,True,False,False,0.22,False,True,False,False,True,False,False
33.55,False,True,False,15.0,False,False,False,False,True,False,False,False,63.71,48643.0,8.0,True,False,False,False,True,False,False,True,False,False,True,False,0.82,False,False,True,False,True,False,False
14.58,False,True,False,6.0,False,False,False,False,False,False,True,False,4.88,45.0,4.0,True,False,False,False,True,False,False,True,False,True,False,False,0.1,False,False,True,False,True,False,False
27.62,True,False,False,9.0,False,False,False,False,False,False,False,True,9.79,11009.0,5.0,True,False,False,False,True,False,True,False,False,False,True,False,0.12,False,True,False,False,True,False,False
11.31,True,False,False,19.0,False,False,False,True,False,False,False,False,5.78,1391.0,6.0,False,True,False,False,True,False,False,True,False,True,False,False,0.15,False,False,False,True,True,False,False
91.24,True,False,False,32.0,False,False,False,False,True,False,False,False,16096.58,2515578.0,19.0,True,False,False,True,False,False,True,False,False,False,False,True,0.36,False,False,False,True,False,True,False
18.02,True,False,False,31.0,False,False,False,False,False,False,False,True,3.9,2102.0,15.0,True,False,False,False,True,False,True,False,False,True,False,False,0.54,True,False,False,False,True,False,False
20.53,True,False,False,15.0,True,False,False,False,False,False,False,False,4.79,390.0,7.0,True,False,False,False,True,False,True,False,False,False,True,False,0.44,False,True,False,False,False,True,False
23.53,True,False,False,5.0,False,False,False,False,False,False,True,False,6.17,62.0,5.0,True,False,False,False,True,False,True,False,False,True,False,False,0.94,False,True,False,False,False,True,False
45.62,True,False,False,20.0,False,False,False,False,True,False,False,False,1117.67,2628.0,12.0,True,False,False,False,True,False,False,True,False,False,True,False,0.44,False,False,False,True,False,True,False
19.7,True,False,False,13.0,False,False,False,False,False,False,True,False,6.67,91.0,7.0,True,False,False,False,True,False,True,False,False,True,False,False,0.6,True,False,False,False,False,True,False
34.9,True,False,False,24.0,False,False,False,False,False,True,False,False,680.16,300983.0,12.0,True,False,False,False,True,False,True,False,False,True,False,False,0.19,False,False,False,True,True,False,False
19.76,True,False,False,15.0,False,False,True,False,False,False,False,False,13.39,2834.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.85,True,False,False,False,False,True,False
56.97,False,True,False,26.0,False,False,True,False,False,False,False,False,26.06,6943.0,8.0,True,False,False,True,False,False,False,True,False,False,True,False,0.28,True,False,False,False,False,True,False
11.76,True,False,False,8.0,False,False,False,False,False,False,True,False,6.49,64.0,5.0,True,False,False,True,False,False,False,True,False,False,True,False,0.15,False,True,False,False,False,True,False
10.83,True,False,False,9.0,False,False,False,True,False,False,False,False,6.78,176.0,4.0,False,True,False,False,True,False,True,False,False,True,False,False,0.12,False,True,False,False,True,False,False
14.58,False,True,False,15.0,False,True,False,False,False,False,False,False,6.31,4722.0,8.0,True,False,False,True,False,False,False,True,False,True,False,False,0.26,True,False,False,False,False,True,False
75.88,True,False,False,26.0,False,False,False,False,False,True,False,False,12998.53,5188367.0,20.0,True,False,False,False,True,False,True,False,False,False,True,False,0.67,False,False,True,False,True,False,False
17.55,False,True,False,5.0,False,False,False,False,False,False,True,False,4.38,21.0,3.0,True,False,False,True,False,False,True,False,False,True,False,False,0.38,False,False,False,True,False,True,False
13.57,True,False,False,12.0,False,False,False,True,False,False,False,False,6.11,785.0,6.0,False,True,False,True,False,False,False,True,False,True,False,False,0.68,True,False,False,False,False,True,False
12.2,True,False,False,48.0,False,False,False,False,False,False,True,False,6.66,2975.0,28.0,True,False,False,False,True,False,True,False,False,False,True,False,0.36,False,True,False,False,True,False,False
53.8,True,False,False,20.0,False,False,False,False,True,False,False,False,252.32,242733.0,10.0,True,False,False,False,True,False,False,True,False,True,False,False,0.08,False,True,False,False,True,False,False
22.71,False,True,False,31.0,True,False,False,False,False,False,False,False,6.58,2238.0,12.0,True,False,False,False,True,False,False,True,False,False,True,False,0.44,True,False,False,False,False,True,False
14.35,True,False,False,32.0,False,False,False,False,False,False,True,False,4.15,546.0,20.0,True,False,False,False,True,False,True,False,False,True,False,False,0.5,False,False,True,False,True,False,False
62.58,True,False,False,27.0,False,False,False,False,False,True,False,False,4545.04,1084068.0,13.0,True,False,False,False,True,False,False,True,False,True,False,False,0.2,False,True,False,False,True,False,False
20.05,True,False,False,3.0,False,False,True,False,False,False,False,False,6.32,84.0,3.0,True,False,False,True,False,False,False,True,False,True,False,False,0.44,False,False,False,True,True,False,False
12.22,True,False,False,10.0,False,False,False,False,False,False,False,True,5.92,474.0,5.0,True,False,False,False,True,False,True,False,False,False,False,True,0.44,False,False,False,True,True,False,False
71.65,True,False,False,22.0,False,False,False,False,False,True,False,False,2167.1,374425.0,8.0,True,False,False,True,False,False,False,True,False,True,False,False,0.61,True,False,False,False,False,True,False
20.02,False,True,False,38.0,False,False,False,True,False,False,False,False,21.6,3381.0,13.0,False,True,False,False,True,False,True,False,False,True,False,False,0.55,False,False,True,False,True,False,False
15.71,True,False,False,31.0,True,False,False,False,False,False,False,False,7.78,2879.0,17.0,True,False,False,False,True,False,False,True,False,True,False,False,0.3,False,True,False,False,True,False,False
13.8,False,True,False,15.0,False,False,False,False,False,False,False,True,12.96,1585.0,6.0,True,False,False,True,False,False,True,False,False,True,False,False,0.92,False,False,False,True,True,False,False
19.4,True,False,False,5.0,True,False,False,False,False,False,False,False,5.11,49.0,3.0,True,False,False,False,True,False,True,False,False,True,False,False,0.54,False,True,False,False,True,False,False
28.95,True,False,False,18.0,False,False,False,False,True,False,False,False,376.05,168774.0,9.0,True,False,False,False,True,False,False,True,False,False,True,False,0.47,False,True,False,False,True,False,False
44.56,True,False,False,22.0,False,False,False,False,False,False,False,True,2410.89,225834.0,8.0,True,False,False,True,False,False,False,True,False,True,False,False,0.84,True,False,False,False,False,True,False
90.56,True,False,False,26.0,False,False,False,False,False,True,False,False,226.85,115296.0,6.0,True,False,False,False,True,False,True,False,False,True,False,False,0.04,True,False,False,False,True,False,False
21.13,True,False,False,36.0,True,False,False,False,False,False,False,False,6.68,2820.0,10.0,True,False,False,False,True,False,True,False,False,True,False,False,0.44,False,False,True,False,True,False,False
45.96,True,False,False,51.0,True,False,False,False,False,False,False,False,12.56,8559.0,29.0,True,False,False,False,True,False,True,False,False,True,False,False,0.44,False,True,False,False,True,False,False
23.04,True,False,False,25.0,False,False,False,False,False,False,True,False,3.14,384.0,9.0,True,False,False,False,True,False,True,False,False,True,False,False,0.29,True,False,False,False,False,True,False
38.78,True,False,False,21.0,False,True,False,False,False,False,False,False,47.01,10005.0,10.0,True,False,False,False,True,False,True,False,False,True,False,False,0.79,False,True,False,False,True,False,False
15.65,True,False,False,21.0,False,False,False,False,False,False,False,True,49.97,4689.0,16.0,False,True,False,True,False,False,False,True,False,False,False,True,0.73,False,False,False,True,True,False,False
11.5,True,False,False,17.0,False,False,False,True,False,False,False,False,3.51,671.0,6.0,False,True,False,False,True,False,True,False,False,False,False,True,0.94,False,True,False,False,False,True,False
57.75,True,False,False,16.0,False,False,False,False,False,True,False,False,541.45,2628.0,7.0,True,False,False,False,True,False,True,False,False,True,False,False,0.24,False,True,False,False,False,True,False
22.49,False,True,False,20.0,False,False,False,False,False,False,False,True,6.51,88.0,5.0,True,False,False,False,True,False,True,False,False,True,False,False,0.01,False,False,True,False,True,False,False
97.81,True,False,False,36.0,True,False,False,False,False,False,False,False,13.52,7114.0,21.0,True,False,False,False,True,False,False,True,False,False,True,False,0.17,False,True,False,False,True,False,False
75.15,True,False,False,19.0,False,False,False,False,True,False,False,False,38.02,93792.0,7.0,True,False,False,True,False,False,True,False,False,True,False,False,0.02,False,False,False,True,False,True,False
21.44,False,True,False,3.0,False,False,False,False,False,False,False,True,5.56,11.0,8.0,False,True,False,False,True,False,False,True,False,True,False,False,0.07,False,False,True,False,True,False,False
93.6,False,True,False,40.0,True,False,False,False,False,False,False,False,4.31,5480.0,25.0,True,False,False,False,True,False,True,False,False,True,False,False,0.28,True,False,False,False,False,True,False
12.89,True,False,False,5.0,False,False,False,False,False,False,False,True,6.66,2628.0,5.0,True,False,False,False,True,False,False,True,False,True,False,False,0.44,True,False,False,False,False,True,False
26.13,True,False,False,12.0,False,False,False,False,True,False,False,False,62.1,21370.0,7.0,True,False,False,False,True,False,False,True,False,True,False,False,0.51,False,False,True,False,True,False,False
11.13,False,True,False,39.0,True,False,False,False,False,False,False,False,13.96,4775.0,21.0,True,False,False,True,False,False,True,False,False,False,True,False,0.61,False,True,False,False,True,False,False
19.69,True,False,False,18.0,False,False,True,False,False,False,False,False,6.26,2816.0,7.0,True,False,False,False,True,False,False,True,False,True,False,False,0.1,False,True,False,False,False,True,False
21.59,True,False,False,28.0,False,False,True,False,False,False,False,False,6.65,4960.0,8.0,True,False,False,False,True,False,False,True,False,False,False,True,0.12,False,True,False,False,True,False,False
44.04,False,True,False,10.0,False,False,False,False,False,True,False,False,35.25,2628.0,5.0,True,False,False,False,True,False,True,False,False,True,False,False,0.22,True,False,False,False,True,False,False
11.67,True,False,False,24.0,True,False,False,False,False,False,False,False,8.19,1270.0,11.0,True,False,False,False,True,False,True,False,False,True,False,False,0.62,True,False,False,False,True,False,False
19.22,False,True,False,18.0,False,False,True,False,False,False,False,False,16.96,4126.0,8.0,True,False,False,False,True,False,True,False,False,False,True,False,0.44,False,False,True,False,True,False,False
13.61,False,True,False,16.0,False,False,False,True,False,False,False,False,4.47,1166.0,8.0,False,True,False,False,True,False,True,False,False,False,True,False,0.73,False,False,True,False,True,False,False
86.43,False,True,False,20.0,False,False,False,False,False,True,False,False,1999.27,412573.0,10.0,True,False,False,True,False,False,True,False,False,True,False,False,0.44,False,False,True,False,True,False,False
13.03,False,True,False,18.0,False,False,False,True,False,False,False,False,5.98,1738.0,9.0,False,True,False,False,True,False,True,False,False,False,True,False,0.43,False,False,True,False,True,False,False
16.55,False,True,False,42.0,False,False,False,True,False,False,False,False,4.23,4217.0,10.0,False,True,False,True,False,False,False,True,False,True,False,False,0.92,True,False,False,False,False,True,False
20.85,True,False,False,20.0,False,False,False,False,True,False,False,False,6.83,2628.0,4.0,True,False,False,False,True,False,True,False,False,True,False,False,0.16,False,True,False,False,True,False,False
11.5,True,False,False,6.0,False,False,False,False,False,False,True,False,4.35,37.0,4.0,True,False,False,False,True,False,True,False,False,True,False,False,0.35,False,True,False,False,True,False,False
96.92,True,False,False,42.0,False,False,False,False,False,False,False,True,89.28,10477.0,29.0,True,False,False,False,True,False,True,False,False,True,False,False,0.8,False,False,False,True,True,False,False
13.46,True,False,False,4.0,False,False,False,True,False,False,False,False,3.66,60.0,8.0,False,True,False,False,True,False,False,True,False,True,False,False,0.31,False,True,False,False,True,False,False
53.06,True,False,False,31.0,False,True,False,False,False,False,False,False,186.69,61330.0,16.0,True,False,False,False,True,False,False,True,False,False,True,False,0.74,False,True,False,False,True,False,False
14.84,True,False,False,15.0,True,False,False,False,False,False,False,False,4.07,156.0,8.0,True,False,False,False,True,False,False,True,False,True,False,False,0.44,True,False,False,False,True,False,False
74.08,True,False,False,32.0,False,False,False,False,False,True,False,False,1405.89,999739.0,15.0,True,False,False,False,True,False,True,False,False,False,True,False,0.17,False,True,False,False,False,True,False
23.23,True,False,False,18.0,True,False,False,False,False,False,False,False,6.27,597.0,7.0,True,False,False,False,True,False,False,True,False,True,False,False,0.44,True,False,False,False,True,False,False
22.69,False,True,False,3.0,False,True,False,False,False,False,False,False,4.76,51.0,3.0,True,False,False,True,False,False,True,False,False,True,False,False,0.25,False,False,False,True,False,True,False
78.97,True,False,False,31.0,False,False,False,False,True,False,False,False,621.03,682450.0,12.0,True,False,False,False,True,False,False,True,False,True,False,False,0.12,False,False,False,True,True,False,False
23.19,True,False,False,25.0,False,False,False,True,False,False,False,False,6.05,960.0,7.0,False,True,False,False,True,False,True,False,False,False,False,True,0.44,False,True,False,False,True,False,False
11.51,True,False,False,8.0,False,False,False,False,True,False,False,False,7.58,3882.0,4.0,True,False,False,False,True,False,True,False,False,True,False,False,0.67,False,False,False,True,True,False,False
26.28,True,False,False,17.0,False,False,False,False,True,False,False,False,131.87,54433.0,7.0,True,False,False,False,True,False,False,True,False,True,False,False,0.48,False,True,False,False,True,False,False
17.76,True,False,False,13.0,True,False,False,False,False,False,False,False,5.05,198.0,7.0,True,False,False,True,False,False,False,True,False,True,False,False,0.9,False,True,False,False,False,True,False
16.4,True,False,False,17.0,False,False,False,True,False,False,False,False,6.03,2628.0,8.0,False,True,False,False,True,False,True,False,False,False,True,False,0.44,False,False,False,True,True,False,False
71.1,False,True,False,17.0,False,True,False,False,False,False,False,False,15.06,12939.0,9.0,True,False,False,False,True,False,True,False,False,True,False,False,0.06,False,False,True,False,True,False,False
21.54,False,True,False,6.0,False,False,False,False,True,False,False,False,30.13,2718.0,4.0,True,False,False,True,False,False,True,False,False,True,False,False,0.91,True,False,False,False,False,True,False
59.34,True,False,False,43.0,False,False,False,True,False,False,False,False,61.74,26733.0,28.0,False,True,False,True,False,False,False,True,False,False,False,True,0.44,True,False,False,False,False,True,False
81.47,True,False,False,16.0,False,False,False,False,False,True,False,False,169.88,47875.0,6.0,True,False,False,False,True,False,True,False,False,True,False,False,0.55,False,True,False,False,True,False,False
17.3,True,False,False,10.0,True,False,False,False,False,False,False,False,5.47,156.0,4.0,True,False,False,False,True,False,False,True,False,False,False,True,0.44,False,True,False,False,True,False,False
49.88,True,False,False,36.0,False,True,False,False,False,False,False,False,105.91,102707.0,25.0,True,False,False,True,False,False,True,False,False,True,False,False,0.89,True,False,False,False,False,True,False
18.14,True,False,False,8.0,True,False,False,False,False,False,False,False,5.33,41.0,5.0,True,False,False,True,False,False,True,False,False,True,False,False,0.23,False,True,False,False,True,False,False
73.83,True,False,False,24.0,False,False,False,False,False,True,False,False,3163.57,539642.0,9.0,True,False,False,False,True,False,True,False,False,True,False,False,0.39,False,False,False,True,True,False,False
66.28,True,False,False,14.0,False,False,False,False,True,False,False,False,118.27,33889.0,7.0,True,False,False,False,True,False,True,False,False,False,False,True,0.8,False,True,False,False,True,False,False
22.93,False,True,False,13.0,False,False,False,True,False,False,False,False,5.6,867.0,7.0,False,True,False,False,True,False,False,True,False,True,False,False,0.9,False,False,True,False,True,False,False
30.0,False,True,False,20.0,False,False,False,False,False,False,False,True,11.34,10514.0,9.0,True,False,False,False,True,False,True,False,False,True,False,False,0.59,False,False,True,False,True,False,False
88.21,False,True,False,39.0,False,False,False,False,False,False,False,True,674.39,1979603.0,17.0,False,True,False,False,True,False,False,True,False,True,False,False,0.41,True,False,False,False,True,False,False
75.91,True,False,False,20.0,False,False,True,False,False,False,False,False,12.43,2628.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.04,False,True,False,False,True,False,False
22.43,True,False,False,12.0,False,False,False,False,False,False,False,True,27.9,4745.0,8.0,True,False,False,False,True,False,True,False,False,False,True,False,0.74,False,False,False,True,True,False,False
34.45,True,False,False,22.0,False,False,False,False,False,False,False,True,2672.81,1298546.0,13.0,True,False,False,True,False,False,True,False,False,True,False,False,0.17,False,False,False,True,False,True,False
